Common Name,Name,CountryCode,NumberActors,MilFatalities,TotalFatalities,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,Region,Century,Decade,DurationD,DurationM,DurationY
Spanish-Moroccan War,"Morocco-Spain (Melilla), 1774",,2,,,1774,,,1774,,,6,4,177,,,0
,"Portugal-Mbailundu, Ndulu, Bihe (Angola), 1774-76",,4,,,1774,,,1776,,,8,4,177,,,2
War of the American Revolution,"American colonies-Britain (intervention of France), 1775-83",,5,,40000,1775,4,19,1783,2,20,1,4,177,2821,94,8
Spanish-Algerine War,"Spain-Algiers, 1775",,2,,8000,1775,7,8,1775,,,6,4,177,,,0
,"Turkey-Persia, 1775-77",,2,,,1775,,,1777,,,5,4,177,,,2
First British-Maratha War,"Marathas-Britain (India), 1775-82",,2,3000,3000,1775,5,18,1782,5,17,10,4,177,2519,84,7
,"Spain-Portugal (South America), 1776-77",,2,,,1776,,,1777,,,2,4,177,,,1
,"Ewe (Anlo vs Krepi), 1776-84",,2,,,1776,,,1784,,,7,4,177,,,8
,"Terobe Fulani-Futa Toro, Walo, Jolof, Bondu, Galam (Nigeria), 1776",,6,,,1776,,,1776,,,7,4,177,,,0
,"France, Spain (from 1779), Holland (from 1780)-Britain, 1778-83",,4,,26000,1778,2,6,1783,9,3,3,4,177,2007,67,5
War of Bavarian Succession,"Prussia, Bavaria-Austria, Saxony, 1778-79",,4,,300,1778,7,3,1779,5,13,3,4,177,310,10,1
,"Dahomey-Yoruba (Nigeria and Benin), 1778",,2,,,1778,,,1778,,,7,4,177,,,0
,"France-England (Gambia), 1779",,2,,,1779,2,,1779,5,,7,4,177,,3,0
,"Holland-Xhosa (South Africa), 1779",,2,,,1779,,,1779,,,8,4,177,,,0
,"Afghanistan-Sind, 1779",,2,,,1779,,,1779,,,10,4,177,,,0
,"Britain-Holland, 1780-83",,2,,9000,1780,11,20,1783,2,20,3,4,178,810,27,3
,"Oyo-Dahomey (Benin), 1781",,2,,,1781,,,1781,,,7,4,178,,,0
Second Mysore War,"Mysore-Britain (India), 1781-84",,2,,2250,1781,,,1784,5,20,10,4,178,,,3
,"China (Moslems in Kansong), 1781-83",,2,,,1781,3,,1783,7,,12,4,178,,28,2
,"Tunis-Venice, 1782-92",,2,,,1782,,,1792,,,6,4,178,,,10
,"Siam, 1782",,2,,,1782,,,1782,,,11,4,178,,,0
Seizure of the Crimea,"Russia-Crimea, 1783-84",,2,,,1783,,,1784,1,6,4,4,178,,,1
,"Spain-Argel?, 1783-84",,2,,,1783,,,1784,,,3,4,178,,,1
,"Spain, Portugal, Knights of Malta-Algiers, 1783-84",,4,,,1783,,,1784,,,6,4,178,,,1
,"Portugal-Dembos (Angola), 1783",,2,,,1783,,,1783,,,8,4,178,,,0
,"Austria (Transylvania and Wallachia), 1784-85",,3,,2000,1784,,,1785,,,4,4,178,,,1
,"Russia (Caucasus), 1784-85",,2,,,1784,,,1785,,,4,4,178,,,1
,"Funj (Sudan), 1784",,2,,,1784,,,1784,,,6,4,178,,,0
,"Kordofan-Darfur (Sudan), 1784-85",,2,,,1784,,,1785,,,6,4,178,,,1
,"Dahomey-Badagri (Nigeria), 1784",,2,,,1784,,,1784,,,7,4,178,,,0
,"Burma-Arakan (western Burma), 1784",,2,,,1784,,,1784,,,11,4,178,,,0
,"Holland-Bugis (Melaka) (Malaysia), 1784",,2,,,1784,,,1784,,,11,4,178,,,0
,"China-Vietnam (Vietnam), 1784-89",,2,,,1784,,,1789,,,11,4,178,,,5
Scheldt War ?,"Holland (with intervention by Austria and by Prussia in 1787), 1785-87",,4,,,1785,,,1787,,,3,4,178,,,2
Shay's Rebellion,"United States (rebellion), 1786-87",,2,,,1786,8,,1787,2,,1,4,178,,6,1
,"China (Formosa), 1786-87",,2,,,1786,12,,1787,12,,12,4,178,,12,1
,"Turkey (Egypt), 1786",,2,,18000,1786,,,1786,8,10,6,4,178,,,0
,"Dahomey-Weme (Benin), 1786",,2,,,1786,,,1786,,,7,4,178,,,0
Second Turkish War with Russia,"Turkey-Russia, Austria, Montenegro, 1787-92",,4,,191500,1787,8,10,1792,1,9,4,4,178,1589,53,5
,"China-Annam (Vietnam), 1788-89",,2,,30000,1788,,,1789,,,11,4,178,,,1
Swedish Invasion of Russia,"Sweden-Russia, Denmark, 1788-90",,3,,90000,1788,6,,1790,8,14,4,4,178,,26,2
,"Portugal-Mosul (Angola), 1788-92",,2,,,1788,,,1792,,,8,4,178,,,4
Brabant Revolt,"Austrian Netherlands (Brabant), 1789-90",,2,,4000,1789,12,,1790,12,,3,4,178,,12,1
Third Mysore War,"Mysore-Britain (South Africa), 1789-92",,2,,28000,1789,,,1792,2,5,10,4,178,,,3
French Revolution,"France, 1789",,2,,,1789,7,14,1789,8,4,3,4,178,20,1,0
,"Austria (Steiermark and Karnten), 1789",,2,,,1789,6,,1789,,,3,4,178,,,0
,"Dahomey-Ketou (Benin), 1789",,2,,,1789,,,1789,,,7,4,178,,,0
,"Suliots-Janin (muslim Asia?), 1789-1804",,2,,,1789,,,1804,,,9,4,178,,,15
,"Japan (Hokkaido with Russian involvement), 1789",740,3,,,1789,5,5,1789,7,,12,4,178,,2,0
Maumee War,"Maumee-USA, 1790-94",,2,,17000,1790,,,1794,,,1,4,179,,,4
,"Morocco-Spain, 1790-92",,2,,,1790,,,1792,,,6,4,179,,,2
Fulani War,"Fulani-Hausa (Nigeria), 1790-1801",,2,,60000,1790,,,1801,,,7,4,179,,,11
,"China-Tibet, 1790-92",,2,,,1790,,,1792,,,12,4,179,,,2
Wars of the French Revolution,"Wars of the French Revolution, 1791-1802",,,649000,1915000,1791,,,1802,3,20,3,4,179,,,11
Revolt of Toussaint L'Overture,"Haiti-France, Spain, 1791-1795",,3,,35000,1791,8,22,1795,4,5,1,4,179,1303,44,4
French Revolutionary War of the First Coalition,"France-Austria, Prussia, Spain, Sardinia, Holland, Naples, 1792-1798",,6,,330800,1792,4,20,1798,,,3,4,179,,,6
,"France (mobs), 1792",,2,,,1792,8,9,1792,9,7,3,4,179,28,1,0
Polish Insurrection,"Russia, Prussia-Poland, 1792-93",,3,,31080,1792,5,19,1793,5,7,4,4,179,348,12,1
,"France-England (Benin), 1792",,2,,,1792,,,1792,,,7,4,179,,,0
French Revolutionary War with England,"France-England, 1793-1800",,2,,77840,1793,2,1,1800,9,5,3,4,179,2734,91,7
,"France-Spain (Pyrenees), 1793-95",,2,,,1793,2,,1795,,,3,4,179,,,2
,"France-England, Spain, Holland (colonies in America), 1793-1801",,4,,,1793,,,1801,,,1,4,179,,,8
Vendee Revolt,"France (Vendee revolt, Reign of Terror), 1793-94",,2,,58000,1793,3,26,1794,,,3,4,179,,,1
,"Oyo-Ife, Yoruba (Nigeria), 1793",,2,,,1793,,,1793,,,7,4,179,,,0
,"Bantu-Boers (South Africa), 1793-95",,2,,36000,1793,4,,1795,,,8,4,179,,,2
,"Afghanistan, 1793",,2,,,1793,,,1793,,,10,4,179,,,0
,"Poland-Russia, Austria, Prussia, 1794-95",,4,,30000,1794,3,,1795,10,24,4,4,179,,19,1
,"France-England (Sierra Leone), 1794",,2,,,1794,9,,1794,9,,7,4,179,,0,0
,"Spain-England, 1795-1801",,2,,7000,1795,,,1801,,,3,4,179,,,6
,"West Indies (slave revolt), 1795-96 ?",,2,,,1795,,,1796,,,1,4,179,,,1
,"Guiana (slave revolt), 1795-96 ?",,2,,,1795,,,1796,,,2,4,179,,,1
United Irishmen Revolt,"Ireland-Britain, 1795-98",,2,,7000,1795,,,1798,,,3,4,179,,,3
,"Persia-Georgia, 1795-96",,2,,25000,1795,,,1796,,,4,4,179,,,1
,"Katsina-Gobir (Nigeria), 1795",,2,,,1795,,,1795,,,7,4,179,,,0
,"Maratha-Nizamu (India), 1795-96",,2,,,1795,,,1796,,,10,4,179,,,1
Ceylon War,"Britain-Netherlands (Sri Lanka), 1795-96",,3,,19000,1795,,,1796,,,10,4,179,,,1
,"England-Holland, France (Sri Lanka), 1795-96",,3,,,1795,,,1796,,,10,4,179,,,1
,"China (Miao-tseu), 1795-97",,2,,15000,1795,,,1797,,,12,4,179,,,2
Russo-Persian War,"Russia-Persia, 1796-97",,2,,2150,1796,,,1797,,,4,4,179,,,1
,"Turkey-Montenegro, 1796",,2,,,1796,,,1796,,,4,4,179,,,0
,"Durranis (Afghanistan)-Khorasan (Persia), 1796",,2,,,1796,,,1796,,,5,4,179,,,0
White Lotus War,"China (White Lotus sect), 1796-1804",,2,,275000,1796,2,19,1804,9,,12,4,179,,103,8
,"Denmark-Tripoli, 1797",,2,,,1797,,,1797,,,6,4,179,,,0
US Quasi-war with France,"USA-France, 1798-1800",,2,,4000,1798,,,1800,,,1,4,179,,,2
French Revolutionary Wars (Egyptian Expedition),"France-Egypt, Britain, Turkey, Russia, 1798-1801",,5,,11200,1798,6,12,1801,8,31,6,4,179,1159,38,3
War of the Second Coalition,"France-Britain, Russia, Austria, Turkey, Portugal, Naples, 1798-1800",,7,,444270,1798,12,24,1802,3,27,3,4,179,1173,39,4
,"Afghanistan (with intervention by Persia), 1898",,3,,30000,1798,,,1798,,,10,4,179,,,0
,"Sikhs-Afghanistan (Lahore), 1798",,2,,,1798,,,1798,,,10,4,179,,,0
,"Hispaniola, 1799-1801",,2,,,1799,,,1801,,,1,4,179,,,2
,"Boers-Xhosa (South Africa), 1799-1801",,2,,31000,1799,,,1801,,,8,4,179,,,2
Fourth Mysore War,"Mysore-Britain, Hyderabad, 1799",,3,,19000,1799,3,,1799,5,,10,4,179,,2,0
Punjab War,"India-Sikhs, 1799-1802",,2,,120000,1799,,,1802,,,10,4,179,,,3
,"Russia (Caucasus), 1800-29",,2,,,1800,,,1829,,,4,5,180,,,29
,"Sierra Leone, 1800-02",,4,,,1800,,,1802,11,4,7,5,180,,,2
,"Britain-Denmark, 1801",,2,,1200,1801,4,2,1801,4,2,3,5,180,0,0,0
,"Spain-Portugal, 1801",,2,,,1801,,,1801,,,3,5,180,,,0
Tripoli War,"USA-Tripoli, 1801-05",,2,,7000,1801,5,10,1805,6,4,6,5,180,1464,49,4
,"Egypt-Wahhabis (Arabia), 1801-11",,2,,,1801,,,1811,,,6,5,180,,,10
,"Afghanistan (Ghilzais), 1801",,2,,,1801,,,1801,,,10,5,180,,,0
Sinya Massacre,"Korea (catholics), 1801",730,2,,,1801,,,1801,,,12,5,180,,,0
Haitian Revolt,"Haiti-France, 1802-03",,2,,24150,1802,2,3,1803,11,19,1,5,180,646,21,1
,"Turkey (Suliots), 1802-03",,2,,,1802,,,1803,,,4,5,180,,,1
,"Khorasan-Durranis (Afghanistan), 1802",,2,,,1802,,,1802,,,5,5,180,,,0
,"India (Marathas), 1802",,2,,1000,1802,2,12,1802,,,10,5,180,,,0
,"Britain-Sri Lanka (Kandy), 1802-04",,2,,150,1802,10,,1804,9,,10,5,180,,23,2
Napoleonic Wars,"Napoleonic Wars, 1803-15",,,1863000,4425000,1803,5,16,1815,6,18,3,5,180,4352,145,12
Napoleonic War with England,"France-Britain, 1803-14",,2,,536400,1803,5,16,1814,12,,3,5,180,,139,11
,"Spain-Britain, 1803-08",,2,,6000,1803,,,1808,,,3,5,180,,,5
,"Britain (Ireland), 1803",,2,,,1803,7,,1803,9,,3,5,180,,2,0
,"Xhosa-Hottentots, Kaffirs (South Africa), 1803",,3,,,1803,2,,1803,2,,8,5,180,,0,0
,"Afghanistan (Kabul), 1803",,2,,,1803,,,1803,,,10,5,180,,,0
Second British-Maratha War,"Britain-Marathas, 1803-05",,2,20000,25000,1803,8,3,1805,11,23,10,5,180,830,27,2
First Serbian Insurrection,"Serbia-Turkey, 1804-13",,2,,65000,1804,3,,1813,10,,4,5,180,,115,9
Persian War with Russia,"Russia-Persia, 1804-13",,2,,45000,1804,,,1813,10,12,4,5,180,,,9
,"Wahhabis-? (Mecca, Medina), 1804",,3,,,1804,,,1804,,,5,5,180,,,0
,"Algiers (Darqawiyyah), 1804",,2,,,1804,,,1804,,,6,5,180,,,0
Fulani Jihad,"Fulani-Hausa, Bornu, 1804-10",,3,,85000,1804,,,1810,,,7,5,180,,,6
Irish Convict Rebellion,"Australia, 1804",,2,,5500,1804,,,1804,,,11,5,180,,,0
Napoleonic War of the Third Coalition,"France-Britain, Russia, Austria, Sweden, 1805-07",,5,,76000,1805,10,6,1807,6,14,3,5,180,608,20,2
Egyptian Rebellion,"Egypt, Turkey-Britain, Egyptian rebels, 1805-11",,4,,56000,1805,,,1811,3,1,6,5,180,,,6
,"Afghanistan (Kabul), 1805",,2,,,1805,,,1805,,,10,5,180,,,0
,"Afghanistan-Persia (Herat), 1805",,2,,,1805,,,1805,,,10,5,180,,,0
Napoleonic War (Franco-Prussian War),"France-Prussia, Saxony, 1806",,3,,154600,1806,10,9,1806,11,,3,5,180,,1,0
Turkish War with Russia,"Russia-Turkey, 1806-12",,2,,170000,1806,11,6,1812,5,28,4,5,180,2002,66,6
Sepoy Revolt,"Britain-Bengalis, 1806",,2,,750,1806,,,1806,,,10,5,180,,,0
,"Britain-Spain (Buenos Aires), 1806",,2,,,1806,6,17,1806,8,12,2,5,180,55,2,0
,"Haiti, 1806-20",,2,,,1806,,,1820,,,1,5,180,,,14
Gold Coast War,"Ashanti-Fante (Ghana), 1806-07",,2,,29000,1806,,,1807,,,7,5,180,,,1
,"Australia, 1806",,2,,,1806,,,1806,,,11,5,180,,,0
,"Britain-Spain (Montevideo), 1807",,2,,,1807,7,,1807,7,,2,5,180,,0,0
,"France-Central Africa ? (Koukou-Nor), 1807",,2,,5000,1807,,,1807,,,7,5,180,,,0
Argentine War of Independence,"Argentina-Spain, 1807-10",,2,,,1807,,,1810,,,2,5,180,,,3
English-Russian War,"Britain-Russia, 1807-12",,2,,,1807,,,1812,,,4,5,180,,,5
,"Britain-Turkey, 1807",,2,,,1807,1,,1807,3,,4,5,180,,2,0
,"Britain-Denmark, 1807",,2,,,1807,9,2,1807,9,7,3,5,180,5,0,0
Napoleonic War (Peninsular War),"France-Spain, Portugal, Britain, 1807-14",,4,,93840,1807,11,30,1814,4,12,3,5,180,2292,77,7
,"Algiers-Tunis, 1807",,2,,,1807,,,1807,,,6,5,180,,,0
Zulu Expansion,"Mtetwa (Bantu)-tribes (South Africa), 1807-17",,2,,,1807,,,1817,,,8,5,180,,,10
,"Mombasa-Pate (Omanis?) (Kenya), 1807",,2,,,1807,,,1807,,,8,5,180,,,0
,"Holland-Sumatra, 1807-11 ?",,2,,,1807,,,1811,,,11,5,180,,,4
,"Sumatra (Malays vs. Padris), 1807-37",,2,,1000,1807,,,1837,,,11,5,180,,,30
Swedish War with Russia over Finland,"Russia, Denmark-Sweden, Finland, 1808-09",,4,,65000,1808,2,22,1809,9,17,4,5,180,565,19,1
,"Turkey (Janissaries), 1808-09",,2,,,1808,,,1809,,,4,5,180,,,1
Revolt of Santo Domingo,"Santo Domingo-Haiti, 1808-09",,2,,,1808,,,1809,,,1,5,180,,,1
Bantam Conquest,"Netherlands-Bantams (Indonesia), 1808",,2,,16000,1808,,,1808,,,11,5,180,,,0
Rum Rebellion,"Australia, 1808",,2,,,1808,,,1808,,,11,5,180,,,0
,"Tyrol-France (Bavarian garrison), 1809",,3,,,1809,4,,1810,2,,3,5,180,,10,1
Fourth Franco-Prussian War (Napoleonic Wars),"France-Austria, 1809",,2,,160000,1809,4,9,1809,7,10,3,5,180,91,3,0
,"Fante-Ashanti (Ghana), 1809",,2,,,1809,,,1809,,,7,5,180,,,0
,"Afghanistan (Gandomak), 1809",,2,,,1809,,,1809,,,10,5,180,,,0
,"Britain-Sweden, 1810",,2,,,1810,,,1810,,,3,5,181,,,0
Indonesian War,"Britain-Holland (Java), 1810-11",,2,,6000,1810,,,1811,9,17,11,5,181,,,1
War of Mexican Independence,"Mexico-Spain, 1810-14",,2,,18000,1810,9,16,1814,,,1,5,181,,,4
,"Chile-Spain, 1810-18",,2,,5000,1810,9,,1818,4,,2,5,181,,91,8
,"Argentina-Spain, 1810-16",,2,,,1810,5,,1816,7,,2,5,181,,74,6
,"Paraguay-Spain, 1810-11",,2,,2000,1810,5,,1811,8,14,2,5,181,,15,1
,"Venezuela-Spain, 1810-11",,2,,,1810,4,5,1811,7,,2,5,181,,15,1
Tukulor War,"Senegal-Bambara, 1810",,2,,10000,1810,,,1810,,,7,5,181,,,0
,"Yoruba (Ilorin) (Nigeria), 1810",,2,,,1810,,,1810,,,7,5,181,,,0
Punjab War,"Afghanistan-Punjab, 1810-20",,2,,65000,1810,,,1810,,,10,5,181,,,0
Tecumseh War,"USA-Shawnee, 1811",,2,,7000,1811,,,1811,,,1,5,181,,,0
War to liberate the Banda Oriental,"Uruguay-Spain, Brazil, 1811-21",,3,,,1811,,,1821,,,2,5,181,,,10
Wahhabi War,"Egypt-Wahhabis (Arabia), 1811-13",,2,,20000,1811,,,1813,,,5,5,181,,,2
,"Morocco (Berbers), 1811-18",,2,,,1811,,,1818,,,6,5,181,,,7
,"Ashanti, Akim-Fante (Ghana), 1811",,3,,,1811,,,1811,,,7,5,181,,,0
,"Fulani-Oyo (Nigeria), 1811",,2,,,1811,,,1811,,,7,5,181,,,0
,"Fulani-Hausa (Nigeria), 1811-12",,2,,,1811,,,1812,,,7,5,181,,,1
Xhosa War,"Britain, Boers-Xhosa (South Africa), 1811-19",,3,,26000,1811,,,1819,,,8,5,181,,,8
,"Britain-France (Madagascar and Mauritius), 1811",,2,,,1811,,,1811,,,8,5,181,,,0
Arakan Revolt,"Burma (Arakan), 1811-15",,2,,18000,1811,,,1815,,,11,5,181,,,4
December Revolt of Hong Kyongnae,"Korea (rebellion in north), 1811-12",730,2,,,1811,12,,1812,4,19,12,5,181,,4,1
War of 1812,"USA-Britain, 1812-15",,2,5000,5000,1812,6,19,1815,3,23,1,5,181,994,33,3
Napoleonic War (Russian Expedition),"France-Russia, 1812",,2,,212600,1812,6,24,1812,12,8,4,5,181,164,6,0
,"Hottentots, Kaffirs-Xhosas (South Africa), 1812",,3,,,1812,,,1812,,,8,5,181,,,0
Cambodian Rebellion,"Cambodia (with intervention by Thailand and Vietnam), 1812",,4,,37000,1812,,,1812,,,11,5,181,,,0
,"United States-Creek Indians, 1813-14",,2,1000,1000,1813,,,1814,,,1,5,181,,,1
Bolivar's campaign in Venezuela,"Venezuela-Spain, 1813-14",,2,,,1813,5,,1814,7,,2,5,181,,14,1
Napoleonic War of Liberation,"France-Britain, Russia, Sweden, Austria, Prussia, 1813-14",,6,,692000,1813,1,1,1814,3,30,3,5,181,449,14,1
,"Sweden-Denmark, 1813-14",,2,,,1813,,,1814,,,3,5,181,,,1
,"Algiers-Tunis, 1813",,2,,,1813,,,1813,,,6,5,181,,,0
,"Mombasa-Lamu (Omanis?) (Kenya), 1813",,2,,,1813,,,1813,,,8,5,181,,,0
,"China (Peking and Honan), 1813-14",,2,,,1813,10,,1814,1,,12,5,181,,3,1
Second Serbian Uprising,"Turkey-Serbia, 1814-15",,2,,30000,1814,8,,1815,2,,4,5,181,,6,1
,"Ashanti-Fante (Ghana), 1814-16",,2,,,1814,,,1816,,,7,5,181,,,2
Gurkha War,"Britain-Gurkhas (Nepal), 1814-16",,2,,25000,1814,11,14,1816,,,10,5,181,,,2
Napoleonic Wars (Hundred Days War),"France-Britain, Austria, Holland, 1815",,4,,49344,1815,3,15,1815,6,18,3,5,181,93,3,0
,"(Austria-Hungary)-Naples, 1815",,2,,20000,1815,3,30,1815,5,20,3,5,181,50,2,0
Bolivar's campaign in Colombia,"Colombia-Spain, 1815",,2,,,1815,,,1815,,,2,5,181,,,0
Algiers-USA War,"USA-Algiers, 1815",,2,,1000,1815,3,2,1815,7,6,6,5,181,124,4,0
,"Britain, Tamils-Kandy (Sri Lanka), 1815",,3,,,1815,1,,1815,2,18,10,5,181,,1,0
Bolivar’s successful war in the north,"Venezuela, Colombia-Spain, 1816-21",,3,,,1816,12,,1821,10,1,2,5,181,,58,5
,"Spain, 1816-19",,2,,,1816,,,1819,,,3,5,181,,,3
Russo-Georgian War,"Russia-Georgia, 1816-25",,2,,11000,1816,,,1825,,,4,5,181,,,9
,"Egypt-Wahhabis, 1816-18",,2,,,1816,,,1818,,,5,5,181,,,2
,"Britain, Holland-Algiers, Turkey, 1816",,4,,23000,1816,8,26,1816,,,6,5,181,,,0
,"Persia-Afghanistan (Herat), 1816",,2,,33000,1816,,,1816,,,10,5,181,,,0
,"Britain-Pindaris (India, 1817-18",,2,,,1817,,,1818,6,,10,5,181,,,1
Third Maratha (and Pindari) War,"Britain-Marathas (India), 1817-18",,2,4000,12000,1817,11,6,1818,6,3,10,5,181,207,7,1
Kandyan Rebellion,"Britain-Sri Lanka (Kandyans), 1817-18",,2,11000,11000,1817,10,,1818,11,26,10,5,181,,13,1
"San Martin’s expedition to Chile and Peru, 1817-20","Argentina, Chile, Peru-Spain, 1817-21",,4,,5000,1817,2,12,1821,9,21,2,5,181,1659,55,4
Seminole War,"USA-Seminoles, 1818",,2,,8000,1818,,,1818,,,1,5,181,,,0
Amazon Wars,"Dahomey-tribes, 1818-58",,2,,60000,1818,,,1858,,,7,5,181,,,40
,"Ashanti-Gyaman (Ghana), 1818",,2,,,1818,,,1818,,,7,5,181,,,0
Zulu-Ndwandwe War,"Zulu-Ndwandwe (Bantu), 1818-19",,2,,85000,1818,4,,1819,5,,8,5,181,,13,1
,"Xhosa (civil war), 1818",,2,,,1818,,,1818,11,,8,5,181,,,0
Afghan Rebellion,"Afghanistan (Barakzai), 1818",,2,,32000,1818,,,1818,,,10,5,181,,,0
,"Holland-Sumatra, 1819-21",,2,,1000,1819,,,1821,6,,11,5,181,,,2
,"Argentina, 1819-20",,2,,1000,1819,10,,1820,11,,2,5,181,,13,1
Peterloo Massacre,"Britain, 1819",,2,,,1819,8,16,1819,8,16,3,5,181,0,0,0
,"France-Senegal, 1819-21",,2,,,1819,,,1821,,,8,5,181,,,2
Zulu War,"Zulu-tribes, 1819-1828",,2,,60000,1819,,,1828,9,22,8,5,181,,,9
,"Britain-Xhosas (South Africa), 1819",,2,,,1819,,,1819,10,,8,5,181,,,0
,"Sikhs-Kashmir, 1819",,2,,,1819,,,1819,,,10,5,181,,,0
Assam War,"Burma-Assam, 1819-22",,2,,26000,1819,,,1822,,,11,5,181,,,3
Aleppo conflict,"Turkey-Arabs (Aleppo), 1820",,2,,1000,1820,,,1820,,,5,5,182,,,0
Nubian conflict,"Egypt-Sudan, 1820-21",,3,,20000,1820,2,,1821,8,20,6,5,182,,18,1
Balkans conflict,"Turkey-Janina, 1820-22",,2,,,1820,,,1822,,,4,5,182,,,2
,"Albania, 1820-22",,2,,1000,1820,,,1822,,,4,5,182,,,2
,"Portugal, 1820",,2,,,1820,8,24,1820,9,,3,5,182,,1,0
Spanish Civil War,"Spain (revolution suppressed with help from France), 1820-23",,2,7000,7000,1820,1,1,1820,3,9,3,5,182,68,2,0
,"Naples (with support from Austria-Hungary) (Carbonarists), 1820-21",,3,2000,2000,1820,7,2,1821,3,7,3,5,182,245,8,1
,"Sakalava-Merina (Madagascar), 1820",,2,,,1820,,,1820,,,8,5,182,,,0
,"China (Jahangirs in Xinjiang), 1820-28",710,2,,,1820,,,1828,,,12,5,182,,,8
,"Mexico-Spain, 1821-22",,2,,5000,1821,1,,1822,7,21,1,5,182,,18,1
,"Spain (Castile, Toledo, Andalusia), 1821-23",,2,,,1821,,,1823,9,,3,5,182,,,2
Piedmont conflict,"Piedmont (with support from Austria-Hungary) (Carbonarists), 1821",,3,1000,3000,1821,3,10,1821,4,8,3,5,182,28,1,0
,"Moldavia, Wallachia-Turkey (aided by Russia), 1821-24",,4,,,1821,,,1824,,,4,5,182,,,3
,"Crete-Turkey, 1821-25",,2,,,1821,,,1825,4,,4,5,182,,,4
Malay Peninsula conflict,"Siam-Kedah (Malay Peninsula), 1821",,2,,21000,1821,,,1821,,,11,5,182,,,0
Greek War of Independence,"Greece (aided by France, Britain, Russia, Venice)-Turkey, Egypt, 1821-29",,5,120000,120000,1821,3,25,1829,9,14,4,5,182,3049,102,8
Turko-Persian War,"Turkey-Persia, 1821",,2,1000,1000,1821,8,,1821,,,5,5,182,,,0
,"Ndandwe Ngoni-Tsonga (South Africa), 1821",,2,,,1821,,,1821,,,8,5,182,,,0
,"Mthethwa Ngoni-Natal, Pondo, Swazi, Ngoni, Shangaa (South Africa), 1821-23",,6,,,1821,,,1823,,,8,5,182,,,2
Padri War,"Holland, Maningkabau-Padri (Sumatra), 1821-25",,3,,,1821,,,1825,11,,11,5,182,,,4
,"Ecuador, Peru, Bolivia-Spain, 1822-24",,4,,10000,1822,,,1824,12,9,2,5,182,,,2
First Central American War,"Nicaragua, El Salvador-Mexico, 1822-23",,3,,,1822,,,1823,,,1,5,182,,,1
,"Portugal-Brazil, 1822-23",,2,,500,1822,8,,1823,7,,2,5,182,,11,1
Kashgaria Revolt,"China (Kokand, Khojas), (East Turkestan), 1822-28",,2,,20000,1822,,,1828,8,,12,5,182,,,6
Haiti-Santo Domingo War,"Haiti-Santo Domingo, 1822",,2,,,1822,,,1822,,,1,5,182,,,0
,"Egypt (central Sudan), 1822",,2,,,1822,10,,1822,11,,6,5,182,,1,0
,"Portugal (uprising and mutiny in Luanda, Angola), 1822",,3,,,1822,,,1822,,,8,5,182,,,0
,"Muscat-Mombassans (Kenya, Tanzania, Mozambique), 1824",,2,,,1822,,,1824,,,8,5,182,,,2
First Burma War,"Britain-Burma, 1823-26",,2,,20000,1823,9,24,1826,1,,11,5,182,,28,3
,"Central America, 1823",,2,,,1823,,,1823,,,1,5,182,,,0
Franco-Spanish War,"France-Spain, 1823",,2,1000,1000,1823,4,17,1823,8,31,3,5,182,134,4,0
,"Portugal, 1823-24",,2,,,1823,,,1824,,,3,5,182,,,1
First Ashanti War,"Ashantis (Ghana)-Britain, 1823-26",,2,2500,3000,1823,,,1826,9,,7,5,182,,,3
,"Sakalava-Mafia Island (Tanzania), 1823",,2,,,1823,,,1823,,,8,5,182,,,0
,"Namaqua-Herrero (Namibia), 1823",,2,,,1823,,,1823,,,8,5,182,,,0
,"Merina-France (Madagascar), 1823",,2,,,1823,,,1823,,,8,5,182,,,0
,"Afghanistan-Sikhs (Peshawar), 1823",,2,,,1823,,,1823,,,10,5,182,,,0
,"Sokoto-Bornu (Nigeria), 1824",,2,,,1824,,,1824,,,7,5,182,,,0
,"Merina-Sihanaka (Madagascar), 1824",,2,,,1824,,,1824,,,8,5,182,,,0
La Plata War,"Argentina, Uruguay-Brazil, 1825-28",,3,,7000,1825,3,27,1828,9,15,2,5,182,1248,42,3
,"Sardinia-Tripoli, 1825",,2,,,1825,,,1825,,,6,5,182,,,0
,"Britain-Algiers, 1825",,2,,,1825,,,1825,,,6,5,182,,,0
,"Guinea-Bissau (mutiny), 1825",,2,,,1825,5,2,1825,5,7,7,5,182,5,0,0
,"Portuguese Guinea (Guinea-Bissau)-Sierra Leone, 1825",,2,,,1825,9,,1825,12,29,7,5,182,,3,0
,"Merina-France (Madagascar), 1825",,2,,,1825,,,1825,,,8,5,182,,,0
,"Britain-Tasmanians, 1825-30",,2,,3000,1825,,,1830,,,11,5,182,,,5
Southern Celebes conflict,"Holland-Celebes (Bonians) (Indonesia), 1825",,2,,1000,1825,,,1825,,,11,5,182,,,0
Great Java War,"Java-Holland, 1825-30",,2,35000,35000,1825,7,23,1830,3,28,11,5,182,1685,56,5
Decembrist Revolt,"Russia, 1825-26",,2,,900,1825,12,26,1826,1,15,4,5,182,19,1,1
Russo-Persian War,"Persia-Russia (Georgia, Armenia), 1825-28",,4,7000,7200,1825,9,28,1828,2,22,4,5,182,864,29,3
Bharatpuran Intervention,"Britain-India (Bharatpur), 1825-26",,2,5000,9000,1825,12,,1826,1,,10,5,182,,1,1
